x,y,z,x2,y2,z2,xSquared,ySquared,zSquared,xPy_Label
0.634697836856629,0.6712211182055393,0.7476062960545208,1.269395673713258,1.3424422364110786,1.4952125921090416,0.402841344110484,0.4505377895250946,0.5589151739003597,1.3059189550621682
0.5382706674421935,0.7968074667541044,0.4383805447498732,1.076541334884387,1.5936149335082088,0.8767610894997464,0.2897353114286645,0.6349021390750932,0.1921775020151956,1.3350781341962978
0.26574136539939874,0.830766853567424,0.7050381576870961,0.5314827307987975,1.661533707134848,1.4100763153741922,0.07061847328433676,0.6901735649863177,0.49707880379481456,1.0965082189668227
0.17587211342500564,0.39076853377008547,0.668037277494583,0.3517442268500113,0.7815370675401709,1.336074554989166,0.030931000280578047,0.15270004698482242,0.44627380412237444,0.5666406471950911
0.2631199449726319,0.2900478652580145,0.538396792212145,0.5262398899452638,0.580095730516029,1.07679358442429,0.06923210544240084,0.08412776414073134,0.2898711058643276,0.5531678102306464
0.9412778684260973,0.789801761632798,0.47563662618065905,1.8825557368521946,1.579603523265596,0.9512732523613181,0.8860040255887773,0.6237868226782711,0.22623020016452,1.7310796300588953
0.20109845036529284,0.1474884083650465,0.839682903177075,0.40219690073058567,0.294976816730093,1.67936580635415,0.040440586739322146,0.02175283060205472,0.705067377887881,0.34858685873033934
0.6023119957619295,0.9873938803011525,0.7499582563294247,1.204623991523859,1.974787760602305,1.4999165126588494,0.3627797402387186,0.9749466748561667,0.562437386236671,1.589705876063082
0.717949325411589,0.01920073867423744,0.03676159527348455,1.435898650823178,0.03840147734847488,0.0735231905469691,0.5154512338589556,0.0003686683656363573,0.0013514148870514815,0.7371500640858264
0.4769003547138285,0.007442587462786032,0.0013190568069909592,0.953800709427657,0.014885174925572064,0.0026381136139819183,0.22743394832617547,5.539210814121983e-05,1.7399108600691845e-06,0.48434294217661455
0.33178844211779146,0.6982162370830222,0.30169671278030563,0.6635768842355829,1.3964324741660443,0.6033934255606113,0.11008357032295106,0.48750591372637503,0.09102090650244223,1.0300046792008137
0.6503380835332928,0.5427906041262334,0.7804541293188201,1.3006761670665856,1.0855812082524667,1.5609082586376402,0.42293962289375614,0.2946216399277214,0.6091086479707976,1.1931286876595262
0.7484686757080757,0.9266803305947776,0.6474101091396023,1.4969373514161515,1.8533606611895552,1.2948202182792046,0.5602053585162007,0.8587364351112463,0.41913984941615173,1.6751490063028533
0.9792962827177775,0.535720119415427,0.5416015989156204,1.958592565435555,1.071440238830854,1.0832031978312409,0.9590212093448571,0.28699604634647935,0.29333229194795657,1.5150164021332044
0.45497840554200164,0.6945253804804716,0.3809069333608557,0.9099568110840033,1.3890507609609433,0.7618138667217114,0.2070053495095421,0.4823655041315439,0.14509009188237135,1.1495037860224733
0.04553969175145822,0.5109973962734415,0.9819631611828936,0.09107938350291644,1.021994792546883,1.9639263223657872,0.002073863524817832,0.26111833899823667,0.9642516499203015,0.5565370880248998
0.43069994941670475,0.22667623245190072,0.8130035596231314,0.8613998988334095,0.45335246490380143,1.6260071192462628,0.18550244642755204,0.05138211435858813,0.6609747879598826,0.6573761818686055
0.8557876737295946,0.5006964649176664,0.6491908336664755,1.7115753474591893,1.0013929298353328,1.298381667332951,0.7323725425075112,0.2506969499810479,0.4214487385165734,1.356484138647261
0.6773549755781113,0.2867773167481028,0.1312943812917815,1.3547099511562226,0.5735546334962056,0.262588762583563,0.45880976294042375,0.08224122940124169,0.017238214558791706,0.9641322923262141
0.05508157000494185,0.39426942673814414,0.6669778673765241,0.1101631400098837,0.7885388534762883,1.3339557347530482,0.0030339793542093095,0.1554483808604248,0.44485947557013616,0.449350996743086
0.054387407923067954,0.13422738177074478,0.72301639991037,0.10877481584613591,0.26845476354148956,1.44603279982074,0.002957990140590195,0.018016990017029267,0.5227527145393521,0.18861478969381273
